film_name;film_time_min;country;main_roles;genre;director;rating;url;film_year
Слепая любовь;168;Индия;Аамир Кхан, Каджол;драма,мелодрама;Кунал Кохли;8.0;https://www.kinopoisk.ru//film/220205/sr/1/;2006
Букашки (сериал);5;Франция;Жан Жиро;мультфильм,комедия;Томас Сабо;8.0;https://www.kinopoisk.ru//film/397449/sr/1/;2006
Сайлент Хилл: Путь Тьмы (видео);59;США;Рада Митчелл, Дебора Кара Ангер;документальный;Крис Сироковски;8.0;https://www.kinopoisk.ru//film/569976/sr/1/;2006
Больше, чем жизнь: История хэви-метал (видео);252;Великобритания;Ричи Блэкмор, Грэм Боннет;документальный,музыка;Дик Карратерс;8.0;https://www.kinopoisk.ru//film/319571/sr/1/;2006
Похищение;5;США;Шеб Вули;мультфильм,короткометражка,фантастика;Гари Ридстром;8.0;https://www.kinopoisk.ru//film/277338/sr/1/;2006
Турецкий для начинающих (сериал);25;Германия;Йозефина Пройсс, Анна Штиблих;комедия;Оливер Шмитц;8.0;https://www.kinopoisk.ru//film/404939/sr/1/;2006
Повесть о стране цветных облаков (сериал);25;Япония;Майкл Копса, Майкл Адамуэйт;аниме,мультфильм,мелодрама;Дзюн Сисидо;8.0;https://www.kinopoisk.ru//film/575963/sr/1/;2006
Хост-клуб Оранской школы (сериал);25;Япония;Маая Сакамото, Мамору Мияно;аниме,мультфильм,мелодрама;Такуя Игараси;8.0;https://www.kinopoisk.ru//film/408639/sr/1/;2006
Райское дерево (сериал);606;Корея Южная;Мирэ Аика, Рэина Асами;драма;Ли Джин-сок;8.0;https://www.kinopoisk.ru//film/494183/sr/1/;2006
Апокалипсис;139;США;Руди Янгблад, Далия Эрнандес;боевик,триллер,драма;Мэл Гибсон;8.0;https://www.kinopoisk.ru//film/160977/sr/1/;2006
Спасатель;139;США;Кевин Костнер, Эштон Кутчер;драма,приключения;Эндрю Дэвис;8.0;https://www.kinopoisk.ru//film/104921/sr/1/;2006
Девочка, покорившая время;98;Япония;Рииса Нака, Такуя Исида;аниме,мультфильм,фантастика;Мамору Хосода;8.0;https://www.kinopoisk.ru//film/273209/sr/1/;2006
Эрго Прокси (сериал);25;Япония;Кодзи Юса, Рай Саиту;аниме,мультфильм,фантастика;Сюко Мурасэ;8.0;https://www.kinopoisk.ru//film/397220/sr/1/;2006
Наше счастливое время;120;Корея Южная;Кан Дон-вон, Ли На-ён;драма,мелодрама;Сон Хэ-сон;8.0;https://www.kinopoisk.ru//film/274707/sr/1/;2006
Вызов (сериал);45;Россия;Дмитрий Назаров, Алексей Шутов;криминал,детектив;Анатолий Артамонов;7.9;https://www.kinopoisk.ru//film/280509/sr/1/;2006
И лично Леонид Ильич (ТВ);155;Россия;Леонид Парфенов;документальный,биография,история;Леонид Парфенов;7.9;https://www.kinopoisk.ru//film/453124/sr/1/;2006
Пираты черной лагуны (сериал);25;Япония;Мэгуми Тоёгути, Даисукэ Намикава;аниме,мультфильм,боевик;Катабути Сунао;7.9;https://www.kinopoisk.ru//film/408690/sr/1/;2006
Любовь и честь;122;Япония;Такуя Кимура, Рэи Дан;драма,мелодрама;Ёдзи Ямада;7.9;https://www.kinopoisk.ru//film/208044/sr/1/;2006
Герой нашего времени (сериал);52;Россия;Игорь Петренко, Эльвира Болгова;триллер,драма,криминал;Александр Котт;7.9;https://www.kinopoisk.ru//film/160896/sr/1/;2006
Ментовские войны 3 (сериал);571;Россия;Александр Устюгов, Алексей Завьялов;боевик,драма,криминал;Егор Абросимов;7.9;https://www.kinopoisk.ru//film/405694/sr/1/;2006
Следствие вели... (сериал);40;Россия;Леонид Каневский, Анатолий Носов;документальный,криминал;Игорь Холодков;7.9;https://www.kinopoisk.ru//film/471002/sr/1/;2006
Разрисованная вуаль;125;США;Наоми Уоттс, Эдвард Нортон;драма,мелодрама;Джон Кёрран;7.9;https://www.kinopoisk.ru//film/102201/sr/1/;2006
Торчвуд (сериал);50;Великобритания;Джон Барроумен, Ив Майлс;ужасы,фантастика,фэнтези;Энди Годдард;7.9;https://www.kinopoisk.ru//film/402941/sr/1/;2006
Русский перевод (сериал);50;Россия;Никита Зверев, Марина Черняева;детектив;Александр Черняев;7.9;https://www.kinopoisk.ru//film/417842/sr/1/;2006
Громовы (сериал);44;Россия;Сергей Маховиков, Игорь Савочкин;драма;Александр Баранов;7.9;https://www.kinopoisk.ru//film/251734/sr/1/;2006
Добро пожаловать в N.H.K. (сериал);25;Япония;Ютака Коидзуми, Юи Макино;аниме,мультфильм,драма;Юсукэ Ямамото;7.9;https://www.kinopoisk.ru//film/408651/sr/1/;2006
Обан: Звездные гонки (сериал);25;Франция;Дзюнко Нода, Кьяра Дзанни;аниме,мультфильм,фантастика;Томас Ромейн;7.9;https://www.kinopoisk.ru//film/408642/sr/1/;2006
Курт Кобейн: Рассказ о сыне;96;США;Курт Кобейн, Evan Fortin;документальный,музыка;ЭйДжей Шнак;7.9;https://www.kinopoisk.ru//film/262050/sr/1/;2006
Одна сотая секунды;6;Великобритания;Хезер Луиз Камерон, Эмма Клисби;короткометражка,драма,военный;Сьюзэн Джейкобсон;7.9;https://www.kinopoisk.ru//film/272683/sr/1/;2006
Металлопокалипсис (сериал);12;США;Брендон Смолл, Томми Блача;мультфильм,комедия,музыка;Джон Шнепп;7.9;https://www.kinopoisk.ru//film/390371/sr/1/;2006
Остров;112;Россия;Петр Мамонов, Виктор Сухоруков;драма;Павел Лунгин;7.9;https://www.kinopoisk.ru//film/257337/sr/1/;2006
Триумф: История Рона Кларка (ТВ);90;США;Мэттью Перри, Эрни Хадсон;драма,биография;Рэнда Хейнс;7.9;https://www.kinopoisk.ru//film/260973/sr/1/;2006
Джейн Эйр (мини-сериал);230;Великобритания;Рут Уилсон, Тоби Стивенс;драма,мелодрама;Сюзанна Уайт;7.9;https://www.kinopoisk.ru//film/277652/sr/1/;2006
Триплексоголик (сериал);25;Япония;Саяка Охара, Дзюн Фукуяма;аниме,мультфильм,фэнтези;Цутому Мидзусима;7.9;https://www.kinopoisk.ru//film/397447/sr/1/;2006
Слушая тишину;96;Россия;Дмитрий Марьянов, Алина Сергеева;мелодрама;Александр Касаткин;7.9;https://www.kinopoisk.ru//film/280546/sr/1/;2006
Байкеры 2: Настоящие чувства;152;Индия;Ритик Рошан, Абхишек Баччан;боевик,триллер,криминал;Санджай Гадхви;7.9;https://www.kinopoisk.ru//film/102251/sr/1/;2006
Десятидюймовый герой;102;США;Элизабет Арнуа, Клеа ДюВалл;драма,мелодрама,комедия;Дэвид Маккэй;7.9;https://www.kinopoisk.ru//film/259829/sr/1/;2006
Жизнь на Марсе (сериал);59;Великобритания;Джон Симм, Филип Гленистер;фантастика,драма,криминал;С.Дж. Кларксон;7.9;https://www.kinopoisk.ru//film/302069/sr/1/;2006
Тайны подводного мира 3D;41;Канада;Джонни Депп, Кейт Уинслет;документальный;Ховард Холл;7.9;https://www.kinopoisk.ru//film/161190/sr/1/;2006
Не время для орехов (видео);7;США;Дэвид Кромметт, Дэрин Де Пол;мультфильм,короткометражка,фантастика;Крис Рено;7.9;https://www.kinopoisk.ru//film/272690/sr/1/;2006
Я просто люблю тебя;116;Япония;Аои Миядзаки, Хироси Тамаки;драма,мелодрама;Такэхико Синдзё;7.9;https://www.kinopoisk.ru//film/281536/sr/1/;2006
Игра по чужим правилам;118;США;Джош Лукас, Дерек Люк;биография,спорт,драма;Джеймс Гартнер;7.9;https://www.kinopoisk.ru//film/77423/sr/1/;2006
